id,puzzle,solution,clues,difficulty,solve_time,computed_solution
1940302,..27....4...28...9...3.......7..1....1....4.289.5..7.........263.5..6.8..2....3..,682719534431285679759364218267941853513678492894532761978453126345126987126897345,24,3.4,1.428132,
2672298,758.............4.49.5.7.........1.5..2.75..6...24.7..2..6....99...........8...3.,758463912623198547491527368347986125812375496569241783235614879984732651176859234,23,3.1,1.460473,
2953524,.....9...1..2......6...51.......7.4..5..9.3..92.8...1..3.....8...5..6.7..97.5...3,548619732179234856362785194813527649756491328924863517631972485285346971497158263,24,4.9,1.430437,
2475138,....1...57....4..83..9.........39..12.9...6...5.....8....7..52..4......9.1...8.4.,924816735765324198381957462478639251239185674156472983893741526547263819612598347,23,3.3,1.471937,
2724904,...4..6......76542.5...1........92.6.71....9.6....8.3....132...5.9..73..1........,827453619913876542456291783348519276271364895695728134764132958589647321132985467,26,4.5,1.421577,
2841964,5.8.....1.....42....165.4......93......1....6...4.67...795.....32...9.4..8.......,548932671763814259291657483657293814834175926912486735179548362325769148486321597,24,3.5,1.430804,
1172211,.82.....67..5........6..98....98....8.4.7.6....3.....4..714....2.....5...4..5.2.7,582493176769518423431627985625984731894371652173265894957142368218736549346859217,25,3.3,1.513798,
2314841,....748.....1.892..7.......9..6......632.......2.43........24.9.2....17.4....1.38,239574816645138927871926543984617352163295784752843691517382469328469175496751238,26,4.7,1.475124,
642294,..3.........68.....8...9...46..2..73.18...6....9..4....9.2.....6..5..1.9....7.3..,743152896952687431186439257465821973318795642279364518894213765637548129521976384,23,4.0,1.507468,
2845211,.........9....2..16.....78.13.2......9..5..4...48.96..8....193232....8..........6,583617429947582361612493785136274598798156243254839617865741932321965874479328156,25,3.7,1.568648,
2320454,4...2...9..35.8.1.....4.7...2..7..4..96.3...88..........52.1....6......5.......9.,418327569673598214259146783521879346796432158834615972945261837167983425382754691,23,3.6,1.512774,
2673801,..32........7.1..457....3..4...8....23...9......6...8....9.7...3.2...9....9.4.8..,943256178826731594571894362465183729238479651197625483684917235312568947759342816,23,4.3,1.467223,
963772,..8.4...5.......2....2...9735...6...179..2.4............7.2.13.6.1.7......43....9,268749315793851426415263897352486971179532648846197253987625134631974582524318769,25,3.7,1.436915,
590001,....5.7..4..2.....5.164.8.......3564..85.4...7.........7.9....2.92...3.61........,926358741487219653531647829219783564368524197754196238675931482892475316143862975,25,3.2,1.515185,
1052082,..7...9.1.....7.8....5....71.9...8..78......5......36.9..3.......26..4....48.9..6,647283951593167284218594637139456872786932145425718369961345728852671493374829516,24,4.9,1.530239,
1925220,...14......1....5...8...4.7..3...1..245..3..6.6...52.......6..3..4....6..5.39..2.,539147682471628359628539417983462175245713896167985234712856943394271568856394721,25,3.9,1.526487,
2527484,9.......62...1..8....4..5.....78....8..95...3..93.2.1.4....8.3..3....9.71.2......,954823176267519384381476592513784269826951743749362815475298631638145927192637458,25,4.2,1.484018,
2487403,.7...3..1..2.18..4.1....5....4.9..1.69...7.....7.....3.4.3....7.....1.2.....6..9.,479653281352918674816472539234895716695137842187246953548329167963781425721564398,24,4.1,1.527407,
2161327,3.....2...1.4..76......7..368...5..127..63......2........91.8..75..............4.,367851294512439768849627153683795421274163589195284637436912875758346912921578346,23,3.1,1.561702,
810723,.....4..7..796..2.91....4....4..865...2.9....5...7.9.22.....8......25.1...8......,826354197437961528915782436794218653382596741561473982253147869679825314148639275,25,3.7,1.642202,
