id,puzzle,solution,clues,difficulty,solve_time,computed_solution
1734378,....21......7.....27....49.....7...39...5.7...64..8..24.3.9...5...3.....82...7.49,346921587589764231271583496152479863938256714764138952413892675697345128825617349,26,3.1,1.402411,
1766239,.8...3..54.....1..2..1....97..4............7..125..8.4..6..2....4.6...9...8.54.3.,681293745439785126257146389765428913894361572312579864976832451543617298128954637,25,3.2,1.437917,
2939563,3..1......62......7...2......6.9.83..7831..2.....4...1.2...6.8...1.3.4.6.........,395167248862954317714823569146792835978315624253648791429576183581239476637481952,24,3.9,1.443694,
2545038,..17.563.........7.2..3.........9.6.79.25.8..1.5.6..9.6.3..8.......4.......5..1..,981725634364981257527634918238419765796253841145867392653178429819342576472596183,25,3.1,1.437891,
842179,27..9....3...5.8.98....1......5...1......9.27.34......6...8.......3.2..4..2....5.,275893146361254879849761235726548913158639427934127568613485792597312684482976351,23,3.4,1.499942,
971336,8...19.2..5.3....1.2.5..4......6..8..7...456....9.8...58...7.......9....9.36.....,837419625654372891129586437495763182378124569261958743586237914742891356913645278,25,3.3,1.421229,
1626544,..19.56.8...6..1.4.....8...7...4..9..9....3..263.....1582..........89.3....2.....,341975628958632174627418953715346892894521367263897541582763419476189235139254786,25,3.1,1.507117,
1272101,..4......91.8.....8...7..527...1..3.........73....5.4............6..9.1....42.37.,254396781917852463863174952749218635685943127321765849132687594476539218598421376,22,3.1,1.531614,
1005341,..3............9..58.3....6.1...4.58.6...2.3.......7....51.3...7..8.......2.5...4,923468571674215983581397426217934658468572139359681742895143267746829315132756894,22,4.3,1.490174,
2869752,.....2..3.3.5..8....14...7.1...........21.48..86.....95..7...983.9..62...7.......,765182943432579861891463572147698325953217486286354719524731698319846257678925134,25,4.8,1.522730,
2463311,..1.9...8.....5..1..4.7.2.........1.8.2..6.......5.6.712......5......96.5...48...,351692748267485391984173256675234819892716534413859627129367485748521963536948172,23,4.2,1.548976,
1170995,7....1...3.....2....42.9..1.78..2...........629..4......18....5.6....7......3.6..,782351964319486257654279831478612593135798426296543178921867345563124789847935612,22,3.3,1.508095,
403055,.5.4....22.8..6.5.16.....4.8...2.9..4...........38.41...3...2.1...79.........369.,359471862248936157167258349876124935431569728592387416983645271614792583725813694,26,3.1,1.447647,
2427324,65..289..7.........3..1...41.8.3..9.2..6..18...3............3.....79.2.6.....6.19,654328971712964538839517624168432795247659183593871462926185347481793256375246819,26,4.0,1.541760,
314146,..7.86...9..1......5...97..345..8...2......4...87........5.....4....3.2..1..2...3,137486592962157438854239716345918267271365849698742351723591684489673125516824973,23,3.4,1.517046,
1652580,.9.62...1.....9.3..8.15....6..4.........1...9...2...5..26...5...79.6.1241.......7,593624871261879435487153962632495718758316249914287356826741593379568124145932687,26,3.5,1.527424,
2628407,.......9...916...3.4.2...8..2..5....7......2..1.8..6.52.3....79............79.8..,832574196579168243146239587328956714765341928914827635283615479697482351451793862,23,5.1,1.516612,
505634,63..8......2..69...8.....7......1..432.5....9.....3......1..5..5...4.6..9.3...71.,635987421472316985189425376756891234321574869894263157267139548518742693943658712,24,3.6,1.511915,
1096521,..472..8.....61..5..39......5......69...4.8....1.9...4..8..6..1...8.7.2.......7..,614725983879361245523984167452178396967543812381692574798256431145837629236419758,24,3.1,1.561290,
1619516,....7..3..9.4...6..8.52...48.1...6....6....722...5........3..5.........83459.....,514678239792413865683529714851742693436891572279356481168234957927165348345987126,24,3.1,1.642169,
