id,puzzle,solution,clues,difficulty,solve_time,computed_solution
1906981,.1....8..6.....9...78.3..41....41...4.........9..72..49....6.5..34.......8....32.,319754862645128973278639541763941285452863719891572634927316458534287196186495327,24,3.7,1.647837,
293187,.1......4.873.1....325....1....2...66.....8.......4..5..41..7.9.7.....5...5......,516289374487361592932547681751823946643915827298674135324158769179436258865792413,23,3.9,1.649880,
1137835,...16..5.41...8.....5.....47..3...6...1...7....9.2.5...3.6..82.....1...3....5.9..,928164357413578296675239184752381469861945732349726518134697825597812643286453971,24,4.7,1.685132,
1462929,.8..7.6...7..2...4....9...28.5........46...53...4..2....7....3.9......25.1.3.8...,283574619579126384146893572865237941724619853391485267657942138938761425412358796,24,3.2,1.601836,
490622,.9...57..67.4...85....3.1.9......6.4....7.......589...32..4.....4......78..1.....,194825736673491285258736149789213654532674918416589372325947861941368527867152493,24,3.2,1.476017,
866579,3.......5..94..7.26.2...9.....1.9.......8....56.7..........4.169...2684.......2..,387291465159468732642537981234159678791682354568743129823974516915326847476815293,24,3.7,1.499987,
2606183,........8.1.4.76.3.64..8..1....82...1.....46.9.2.....75....4.2...79....4...1.....,395216748218497653764538291476382519183759462952641387531874926827965134649123875,25,3.8,1.437376,
983884,.1...8......7.59.6..7....3...1...2..6..8.4...7.4.2.......2..5......9.3.7.8.6.....,912368475348715926567942831891576243625834719734129658179283564256491387483657192,23,3.7,1.549572,
604492,.2.1....9.5...23...8.....6...18.....4...65.7....9.....2..34....9.....6.7..6......,624183759157692384389457261761834592498265173532971846275346918943518627816729435,22,3.1,1.536530,
1836220,.7..6...26..2.4......7...39.916..........7.....8...75..5..3...7...9...8..2.....15,179563842683294571542781639791658423465327198238419756854132967316975284927846315,24,4.1,1.463210,
204797,.6....25......9....7.123...7....25832..4..........89..59.7...1................635,963847251412569378875123496749612583238495167651378924594736812386251749127984635,24,3.5,1.448567,
2011516,.....29.5..93.....3.7.81.....24.....9..61.4..4.......3..3..9.82....3....8.......7,148762935269354871357981246632478519975613428481295763713549682526837194894126357,24,4.7,1.475737,
345381,.7...5...2..7...319...4..28...2...8.3..674.......5....4..........15....6.9....1.7,178325964264789531935146728547231689389674215612958473456817392721593846893462157,24,3.2,1.466705,
760051,.....27...52......1...63.....51.46.7....5..2..9.2.6...38......1.4..1....9.....5.8,463982715852471936179563842235194687614758329798236154387625491546819273921347568,25,3.3,1.450249,
570876,3.84...2..7....4.6.4.23.7......7...8.5.3..9..7.......1.8.6.....9...1.....2....814,398467125275189436641235789413976258852341967769852341187624593934518672526793814,26,3.6,1.424687,
1001496,.62...7.3........9.7931..2....6....48.....6..5...37...61..5............5....8.23.,162895743385472169479316528791628354823549671546137982618253497237964815954781236,24,3.2,1.486179,
1338901,.4...2.......7....1.5.4.2.86....34......8..3..7.1..89..527....6....98.....36.....,847512963236879514195346278618923457529487631374165892952734186761298345483651729,25,3.2,1.564027,
973009,.....6.53..........4.1..9..2....4.......27..9...9..86..98..16...1..6.4..3.67.....,927486153165392784843175926289654317631827549574913862498231675712569438356748291,24,4.0,1.520034,
2057116,5..41..2..1.76...4...........2....46...6....7...2.3..5..6....3.1...54.6.9.4......,567419823813762594429835671782591346395648217641273985256187439138954762974326158,24,4.3,1.531202,
2152119,....8.42.5.8.......9...7..6.43......6........1...7.365...134..2......1.82.7..9...,761985423538642917492317586843561279675293841129478365986134752354726198217859634,25,4.3,1.499265,
421986,.7..8...1...........27..63..83....2...75.....6...3.8........7.2.5.9........1.236.,379684251861325479542791638983417526427568913615239847134856792256973184798142365,23,3.4,1.510454,
1319210,6.429....5.......4...7...9.75......6......1..4.9.63...1.7...28..3...7........53..,674298513598316724321754698752981436863472159419563872147639285235847961986125347,24,3.9,1.503134,
2774338,..6..54......1....47..8.9.....4..6......2..3.2.....5...18.....3..4....1.5..26....,196735482852914376473682951381459627745826139269173548918547263624398715537261894,22,3.4,1.592318,
664168,5..6......3..2.57.8...94.6..1.......4.2.6.........96.....85..43.....7....9......8,529673481634128579871594362916785234452361897783249615167852943248937156395416728,23,3.2,1.561835,
2949821,1......8...6.1.37.2..3.84..63..75.......2......9..6.4....6.....8.1....2..27.....4,143759286986214375275368419632475198458921637719836542394682751861547923527193864,25,4.3,1.545799,
1561080,8.2.1..9.1...6....67.8...2.....9721......2.........7.65.9.....1...........8.3....,852713694194265387673849125485697213367152948921384756539426871216578439748931562,22,3.3,1.578309,
2752850,..6........29..4..7..42..8..5......1......92....3.984.....1....5.......8238.5.1..,496138572382975416715426389954782631863541927127369845679814253541293768238657194,24,3.7,1.513703,
904732,..4....13.1...67...9..2.......9.8..2...24.9.7....3..81....7.6...5..8....8.2......,564897213218356794793124856471968532385241967926735481139572648657483129842619375,24,3.4,1.605681,
1170143,.9...8..4.1.6..52.7........47.....6...5.........28.9.....3.12....95..43.......1..,293758614814639527756124893478915362925463781361287945647391258189572436532846179,23,3.7,1.680605,
1008580,.92..3..............1.8..6......7..9..68.1..2.8..6..5.7....9......7..8461.......5,692473518857126394341985267413257689576891432289364751768549123935712846124638975,23,4.2,1.643795,
