id,puzzle,solution,clues,difficulty,solve_time,computed_solution
755297,...81.4.......76.82..34.....9...3....5..2...16.8....3...54....24........7....9...,967815423543297618281346597192673845354928761678154239835461972419782356726539184,23,2.3,1.553524,
1829475,..2......9..46....6...8.75...7.5...3.2.6.1.9...8......4..7..6.5........9...5.6438,832175946975462381641983752197854263524631897368297514483719625256348179719526438,26,1.5,1.426672,
1519397,......5.4.....8...2..9....84.3...9..8...6..72..5.1..8..1...5.......261....6.8..2.,689237514157648239234951768463872951891563472725419683312795846548326197976184325,24,2.2,1.454411,
2340259,..8...........2.....3...65....528..9.....1.8..4...9......7...4845.......2...6...1,598436712764152893123897654316528479972641385845379126639715248451283967287964531,21,1.5,1.522636,
1925878,..17..6..5.....4.9..6.1..8.1.7.....2...4..93..8...7...7981..................3.2..,841793625573268419926514783137659842265481937489327561798142356352876194614935278,23,2.4,1.460276,
605979,56.9.......3.7...4..8.3.29.8.1...4.2...2.431...........1......6..5.89...6...21.3.,562948173193572684478136295831795462759264318246813957914357826325689741687421539,27,2.8,1.391888,
2232262,.....9..49...3..5.6......2.2817....3.9..2........6....4.....3...758....1.....5.72,127659834948237156653481927281794563596123748734568219412976385375842691869315472,24,1.8,1.441419,
1192612,2...8.61..6.1..4..8...9...2.......8..3..4.1........5.6.1.3.2.....8..7.....2..9..5,259784613763125498841693752127536984536948127984271536415362879398457261672819345,24,2.8,1.462759,
2237725,.......178.4.........241.9..3..5.9.2..7.9.....4..82......7....827......6..6.24...,952368417814975623763241895138457962627193584549682731491736258275819346386524179,25,1.8,1.541398,
1091634,...4.7.....3.8.9...52...7...7.6......6.9.1.....5..2...........14.......7.198.53..,196427835743586912852319746271638459364951278985742163537294681428163597619875324,23,2.0,1.514764,
2321186,.1.2...39......5...3...8..2....7.......461....98.......75...6..6..183..73........,716245839982317546534698172163879425257461398498532761875924613649183257321756984,23,2.5,1.461788,
1729787,..........548.2......4...9.4.....93.6.....8..3...7.5.47..26......6158..7.........,269735418154892763837416295472581936695324871381679524748263159926158347513947682,23,1.2,1.569729,
2238201,...1..6.95......1.98..2..5...4..6.81...2.....19.5....7...71..9.........23.5..4...,473158629562439718981627453234976581657281934198543267846712395719365842325894176,25,1.5,1.456456,
450160,..75...4.....67.1..93........1........4..38.2.5...6..49.8...4......51....3..7..9.,167589243482367519593214786321845967674193852859726134918632475746951328235478691,24,1.6,1.483792,
1022285,..6.9.1.......2...3....6..459..7.....3.1..2.7...5..9.3218........5..17...6.25....,426395178157842396389716524592473681834169257671528943218937465945681732763254819,26,2.7,1.453974,
1234216,1.76........4..6....4..1.2.2.3............5...8...7.91.....5247.15..2......9...6.,197623854352478619864591723273159486941386572586247391639815247415762938728934165,24,1.9,1.612430,
454997,..35..7..9.4..6.......473....5....14..7.5....62.1..........5.234...9...6.1..7....,863529741974316285251847369385762914147958632629134857796485123438291576512673498,25,1.9,1.534458,
2761731,....3.......8....2.169...3.9......5....3.6..85..2........1...9..23...5.4.9..82..6,254731869379865142816924735932478651741356928568219473685143297123697584497582316,24,1.2,1.557704,
2562692,.6..4......8.7.5....38.2..........9..47.......329..84.6......29....89.5....3..1..,261543978498176532573892461856421793947638215132957846685714329314289657729365184,24,2.6,1.506361,
1501278,.4..12....9..7.........6.5...5..8...9..1..8.4.2.9..7........21.....2.46...3......,547312986691875342382496157475238691936157824128964735764583219859721463213649578,22,1.6,1.551195,
2882761,.9...46.....16...9..5..3.1.2..3....63.9....7..4.....2...89...6...28.......3.1...5,891254637734168259625793814257381946389426571146579328418935762562847193973612485,25,2.0,1.612556,
1917752,..97.6.....53.....34.1...5.....79.2.2...3.1...93..5......5.....7.1...8........63.,189756342675342918342198756416879523257634189893215467938561274761423895524987631,24,3.0,1.704248,
